galaxy,status,test1_pass,test2_r,test2_N,test2_max_dV_kms,test3_sigma_h1_dex,test3_sigma_h2_dex,test3_delta_sigma_dex,mean_L_eff_kpc,min_L_eff_kpc,max_L_eff_kpc,L_eff_at_Rmax_kpc
NGC5033,OK,1,0.1114,21,3.5663,0.1872,0.1872,0.0,147.3388,66.6667,200.0,200.0
