galaxy,status,test1_pass,test2_r,test2_N,test2_max_dV_kms,test3_sigma_h1_dex,test3_sigma_h2_dex,test3_delta_sigma_dex,mean_L_eff_kpc,min_L_eff_kpc,max_L_eff_kpc,L_eff_at_Rmax_kpc
NGC2403,OK,1,0.476,21,6.3952,0.5541,0.5541,0.0,124.4451,66.6667,200.0,200.0
