R_kpc,V_baryon,V_total_H1,V_total_H2,dV_H2_minus_H1,L_eff_kpc,galaxy,L0_kpc,mu,kernel,basis_L_min_kpc,basis_L_max_kpc,outer_rfrac,outer_tol_kms,outer_max_abs_dV_kms,outer_pass,strict_radii
0.2451166659593582,19.499856948852536,39.66836439112567,39.66759168890806,-0.000772702217609833,199.99976014617096,DDO161,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.015723854007077875,1,0
0.7353500127792358,33.774742126464844,68.70762258107874,68.95431811276542,0.246695531686683,142.6222507849697,DDO161,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.015723854007077875,1,0
1.2255833148956299,44.62307357788086,85.59762538231779,86.04966423614694,0.4520388538291513,114.17998886918372,DDO161,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.015723854007077875,1,0
1.7158167362213135,53.928176879882805,96.82676527667482,96.88579095386235,0.0590256771875346,188.9431736049837,DDO161,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.015723854007077875,1,0
2.2060499191284175,60.0827751159668,92.36059403846448,92.78794424483426,0.4273502063697805,105.49785332470242,DDO161,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.015723854007077875,1,0
2.696283340454101,64.07081604003906,91.59942912514632,92.02970646124874,0.4302773361024208,91.59476729738172,DDO161,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.015723854007077875,1,0
3.1865167617797847,67.37032318115233,94.85530912842536,95.29288249570617,0.4375733672808053,90.31551648716952,DDO161,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.015723854007077875,1,0
3.6767499446868896,69.63814544677734,95.8328999096963,96.32375955093785,0.49085964124155623,72.8241135751933,DDO161,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.015723854007077875,1,0
4.166983127593993,69.32515716552734,88.70190433012206,89.08376093287218,0.3818566027501191,70.94431891260113,DDO161,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.015723854007077875,1,0
4.657216548919678,70.66093444824219,89.74027431211414,90.07797231071014,0.33769799859599914,83.53037090510786,DDO161,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.015723854007077875,1,0
5.14744997024536,70.93248748779297,87.28543040065912,87.6107344665941,0.3253040659349722,71.81612134444502,DDO161,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.015723854007077875,1,0
